,Timestamp,Pressure (psi),Temperature (°C),Oil Flow (L/min),Vibration (mm/s),Power Status,Oil Level (%),Tool RPM (rpm),Machine Status,Current (A)
1858,29-09-2023 00:45,1004.5,304.5,34.5,5.5,ON,74.5,3545,Running,104.5
1859,29-09-2023 00:46,1004.6,304.6,34.6,5.6,ON,74.6,3546,Running,104.6
1860,29-09-2023 00:47,1004.7,304.7,34.7,5.7,ON,74.7,3547,Running,104.7
1861,29-09-2023 00:48,1004.8,304.8,34.8,5.8,ON,74.8,3548,Running,104.8
1862,29-09-2023 00:49,1004.9,304.9,34.9,5.9,ON,74.9,3549,Running,104.9
1863,29-09-2023 00:50,1005,305,35,6,ON,75,3550,Running,105
1864,29-09-2023 00:51,1005.1,305.1,35.1,6.1,ON,75.1,3551,Running,105.1
1865,29-09-2023 00:52,1005.2,305.2,35.2,6.2,ON,75.2,3552,Running,105.2
1866,29-09-2023 00:53,1005.3,305.3,35.3,6.3,ON,75.3,3553,Running,105.3
1867,29-09-2023 00:54,1005.4,305.4,35.4,6.4,ON,75.4,3554,Running,105.4
1868,29-09-2023 00:55,1005.5,305.5,35.5,6.5,ON,75.5,3555,Running,105.5
1869,29-09-2023 00:56,1005.6,305.6,35.6,6.6,ON,75.6,3556,Running,105.6
1870,29-09-2023 00:57,1005.7,305.7,35.7,6.7,ON,75.7,3557,Running,105.7
1871,29-09-2023 00:58,1005.8,305.8,35.8,6.8,ON,75.8,3558,Running,105.8
1872,29-09-2023 00:59,1005.9,305.9,35.9,6.9,ON,75.9,3559,Running,105.9
1873,29-09-2023 01:00,1006,306,36,7,ON,76,3560,Running,106
1874,29-09-2023 01:01,1006.1,306.1,36.1,7.1,ON,76.1,3561,Running,106.1
1875,29-09-2023 01:02,1006.2,306.2,36.2,7.2,ON,76.2,3562,Running,106.2
1876,29-09-2023 01:03,1006.3,306.3,36.3,7.3,ON,76.3,3563,Running,106.3
1877,29-09-2023 01:04,1006.4,306.4,36.4,7.4,ON,76.4,3564,Running,106.4
1878,29-09-2023 01:05,1006.5,306.5,36.5,7.5,ON,76.5,3565,Running,106.5
1879,29-09-2023 01:06,1006.6,306.6,36.6,7.6,ON,76.6,3566,Running,106.6
1880,29-09-2023 01:07,1006.7,306.7,36.7,7.7,ON,76.7,3567,Running,106.7
1881,29-09-2023 01:08,1006.8,306.8,36.8,7.8,ON,76.8,3568,Running,106.8
1882,29-09-2023 01:09,1006.9,306.9,36.9,7.9,ON,76.9,3569,Running,106.9
1883,29-09-2023 01:10,1007,307,37,8,ON,77,3570,Running,107
1884,29-09-2023 01:11,1007.1,307.1,37.1,8.1,ON,77.1,3571,Running,107.1
1885,29-09-2023 01:12,1007.2,307.2,37.2,8.2,ON,77.2,3572,Running,107.2
1886,29-09-2023 01:13,1007.3,307.3,37.3,8.3,ON,77.3,3573,Running,107.3
1887,29-09-2023 01:14,1007.4,307.4,37.4,8.4,ON,77.4,3574,Running,107.4
1888,29-09-2023 01:15,1007.5,307.5,37.5,8.5,ON,77.5,3575,Running,107.5
1889,29-09-2023 01:16,1007.6,307.6,37.6,8.6,ON,77.6,3576,Running,107.6
1890,29-09-2023 01:17,1007.7,307.7,37.7,8.7,ON,77.7,3577,Running,107.7
1891,29-09-2023 01:18,1007.8,307.8,37.8,8.8,ON,77.8,3578,Running,107.8
1892,29-09-2023 01:19,1007.9,307.9,37.9,8.9,ON,77.9,3579,Running,107.9
1893,29-09-2023 01:20,1008,308,38,9,ON,78,3580,Running,108
1894,29-09-2023 01:21,1008.1,308.1,38.1,9.1,ON,78.1,3581,Running,108.1
1895,29-09-2023 01:22,1008.2,308.2,38.2,9.2,ON,78.2,3582,Running,108.2
1896,29-09-2023 01:23,1008.3,308.3,38.3,9.3,ON,78.3,3583,Running,108.3
1897,29-09-2023 01:24,1008.4,308.4,38.4,9.4,ON,78.4,3584,Running,108.4
1898,29-09-2023 01:25,1008.5,308.5,38.5,9.5,ON,78.5,3585,Running,108.5
1899,29-09-2023 01:26,1008.6,308.6,38.6,9.6,ON,78.6,3586,Running,108.6
1900,29-09-2023 01:27,1008.7,308.7,38.7,9.7,ON,78.7,3587,Running,108.7
1901,29-09-2023 01:28,1008.8,308.8,38.8,9.8,ON,78.8,3588,Running,108.8
1902,29-09-2023 01:29,1008.9,308.9,38.9,9.9,ON,78.9,3589,Running,108.9
1903,29-09-2023 01:30,1009,309,39,10,ON,79,3590,Running,109
1904,29-09-2023 01:31,1009.1,309.1,39.1,10.1,ON,79.1,3591,Running,109.1
1905,29-09-2023 01:32,1009.2,309.2,39.2,10.2,ON,79.2,3592,Running,109.2
1906,29-09-2023 01:33,1009.3,309.3,39.3,10.3,ON,79.3,3593,Running,109.3
1907,29-09-2023 01:34,1009.4,309.4,39.4,10.4,ON,79.4,3594,Running,109.4
1908,29-09-2023 01:35,1009.5,309.5,39.5,10.5,ON,79.5,3595,Running,109.5
1909,29-09-2023 01:36,1009.6,309.6,39.6,10.6,ON,79.6,3596,Running,109.6
1910,29-09-2023 01:37,1009.7,309.7,39.7,10.7,ON,79.7,3597,Running,109.7
1911,29-09-2023 01:38,1009.8,309.8,39.8,10.8,ON,79.8,3598,Running,109.8
1912,29-09-2023 01:39,1009.9,309.9,39.9,10.9,ON,79.9,3599,Running,109.9
1913,29-09-2023 01:40,1010,310,40,11,ON,80,3600,Running,110
1914,29-09-2023 01:41,1010.1,310.1,40.1,11.1,ON,80.1,3601,Running,110.1
1915,29-09-2023 01:42,1010.2,310.2,40.2,11.2,ON,80.2,3602,Running,110.2
1916,29-09-2023 01:43,1010.3,310.3,40.3,11.3,ON,80.3,3603,Running,110.3
1917,29-09-2023 01:44,1010.4,310.4,40.4,11.4,ON,80.4,3604,Running,110.4
1918,29-09-2023 01:45,1010.5,310.5,40.5,11.5,ON,80.5,3605,Running,110.5
1919,29-09-2023 01:46,1010.6,310.6,40.6,11.6,ON,80.6,3606,Running,110.6
1920,29-09-2023 01:47,1010.7,310.7,40.7,11.7,ON,80.7,3607,Running,110.7
1921,29-09-2023 01:48,1010.8,310.8,40.8,11.8,ON,80.8,3608,Running,110.8
1922,29-09-2023 01:49,1010.9,310.9,40.9,11.9,ON,80.9,3609,Running,110.9
1923,29-09-2023 01:50,1011,311,41,12,ON,81,3610,Running,111
1924,29-09-2023 01:51,1011.1,311.1,41.1,12.1,ON,81.1,3611,Running,111.1
1925,29-09-2023 01:52,1011.2,311.2,41.2,12.2,ON,81.2,3612,Running,111.2
1926,29-09-2023 01:53,1011.3,311.3,41.3,12.3,ON,81.3,3613,Running,111.3
1927,29-09-2023 01:54,1011.4,311.4,41.4,12.4,ON,81.4,3614,Running,111.4
1928,29-09-2023 01:55,1011.5,311.5,41.5,12.5,ON,81.5,3615,Running,111.5
1929,29-09-2023 01:56,1011.6,311.6,41.6,12.6,ON,81.6,3616,Running,111.6
1930,29-09-2023 01:57,1011.7,311.7,41.7,12.7,ON,81.7,3617,Running,111.7
1931,29-09-2023 01:58,1011.8,311.8,41.8,12.8,ON,81.8,3618,Running,111.8
1932,29-09-2023 01:59,1011.9,311.9,41.9,12.9,ON,81.9,3619,Running,111.9
1933,29-09-2023 02:00,1012,312,42,13,ON,82,3620,Running,112
1934,29-09-2023 02:01,1012.1,312.1,42.1,13.1,ON,82.1,3621,Running,112.1
1935,29-09-2023 02:02,1012.2,312.2,42.2,13.2,ON,82.2,3622,Running,112.2
1936,29-09-2023 02:03,1012.3,312.3,42.3,13.3,ON,82.3,3623,Running,112.3
1937,29-09-2023 02:04,1012.4,312.4,42.4,13.4,ON,82.4,3624,Running,112.4
1938,29-09-2023 02:05,1012.5,312.5,42.5,13.5,ON,82.5,3625,Running,112.5
1939,29-09-2023 02:06,1012.6,312.6,42.6,13.6,ON,82.6,3626,Running,112.6
1940,29-09-2023 02:07,1012.7,312.7,42.7,13.7,ON,82.7,3627,Running,112.7
1941,29-09-2023 02:08,1012.8,312.8,42.8,13.8,ON,82.8,3628,Running,112.8
1942,29-09-2023 02:09,1012.9,312.9,42.9,13.9,ON,82.9,3629,Running,112.9
1943,29-09-2023 02:10,1013,313,43,14,ON,83,3630,Running,113
1944,29-09-2023 02:11,1013.1,313.1,43.1,14.1,ON,83.1,3631,Running,113.1
1945,29-09-2023 02:12,1013.2,313.2,43.2,14.2,ON,83.2,3632,Running,113.2
1946,29-09-2023 02:13,1013.3,313.3,43.3,14.3,ON,83.3,3633,Running,113.3
1947,29-09-2023 02:14,1013.4,313.4,43.4,14.4,ON,83.4,3634,Running,113.4
1948,29-09-2023 02:15,1013.5,313.5,43.5,14.5,ON,83.5,3635,Running,113.5
1949,29-09-2023 02:16,1013.6,313.6,43.6,14.6,ON,83.6,3636,Running,113.6
1950,29-09-2023 02:17,1013.7,313.7,43.7,14.7,ON,83.7,3637,Running,113.7
1951,29-09-2023 02:18,1013.8,313.8,43.8,14.8,ON,83.8,3638,Running,113.8
1952,29-09-2023 02:19,1013.9,313.9,43.9,14.9,ON,83.9,3639,Running,113.9
1953,29-09-2023 02:20,1014,314,44,15,ON,84,3640,Running,114
1954,29-09-2023 02:21,1014.1,314.1,44.1,15.1,ON,84.1,3641,Running,114.1
1955,29-09-2023 02:22,1014.2,314.2,44.2,15.2,ON,84.2,3642,Running,114.2
1956,29-09-2023 02:23,1014.3,314.3,44.3,15.3,ON,84.3,3643,Running,114.3
1957,29-09-2023 02:24,1014.4,314.4,44.4,15.4,ON,84.4,3644,Running,114.4
1958,29-09-2023 02:25,1014.5,314.5,44.5,15.5,ON,84.5,3645,Running,114.5
1959,29-09-2023 02:26,1014.6,314.6,44.6,15.6,ON,84.6,3646,Running,114.6
1960,29-09-2023 02:27,1014.7,314.7,44.7,15.7,ON,84.7,3647,Running,114.7
1961,29-09-2023 02:28,1014.8,314.8,44.8,15.8,ON,84.8,3648,Running,114.8
1962,29-09-2023 02:29,1014.9,314.9,44.9,15.9,ON,84.9,3649,Running,114.9
1963,29-09-2023 02:30,1015,315,45,16,ON,85,3650,Running,115
1964,29-09-2023 02:31,1015.1,315.1,45.1,16.1,ON,85.1,3651,Running,115.1
1965,29-09-2023 02:32,1015.2,315.2,45.2,16.2,ON,85.2,3652,Running,115.2
1966,29-09-2023 02:33,1015.3,315.3,45.3,16.3,ON,85.3,3653,Running,115.3
1967,29-09-2023 02:34,1015.4,315.4,45.4,16.4,ON,85.4,3654,Running,115.4
1968,29-09-2023 02:35,1015.5,315.5,45.5,16.5,ON,85.5,3655,Running,115.5
1969,29-09-2023 02:36,1015.6,315.6,45.6,16.6,ON,85.6,3656,Running,115.6
1970,29-09-2023 02:37,1015.7,315.7,45.7,16.7,ON,85.7,3657,Running,115.7
1971,29-09-2023 02:38,1015.8,315.8,45.8,16.8,ON,85.8,3658,Running,115.8
1972,29-09-2023 02:39,1015.9,315.9,45.9,16.9,ON,85.9,3659,Running,115.9
1973,29-09-2023 02:40,1016,316,46,17,ON,86,3660,Running,116
1974,29-09-2023 02:41,1016.1,316.1,46.1,17.1,ON,86.1,3661,Running,116.1
1975,29-09-2023 02:42,1016.2,316.2,46.2,17.2,ON,86.2,3662,Running,116.2
1976,29-09-2023 02:43,1016.3,316.3,46.3,17.3,ON,86.3,3663,Running,116.3
1977,29-09-2023 02:44,1016.4,316.4,46.4,17.4,ON,86.4,3664,Running,116.4
1978,29-09-2023 02:45,1016.5,316.5,46.5,17.5,ON,86.5,3665,Running,116.5
1979,29-09-2023 02:46,1016.6,316.6,46.6,17.6,ON,86.6,3666,Running,116.6
1980,29-09-2023 02:47,1016.7,316.7,46.7,17.7,ON,86.7,3667,Running,116.7
1981,29-09-2023 02:48,1016.8,316.8,46.8,17.8,ON,86.8,3668,Running,116.8
1982,29-09-2023 02:49,1016.9,316.9,46.9,17.9,ON,86.9,3669,Running,116.9
1983,29-09-2023 02:50,1017,317,47,18,ON,87,3670,Running,117
1984,29-09-2023 02:51,1017.1,317.1,47.1,18.1,ON,87.1,3671,Running,117.1
1985,29-09-2023 02:52,1017.2,317.2,47.2,18.2,ON,87.2,3672,Running,117.2
1986,29-09-2023 02:53,1017.3,317.3,47.3,18.3,ON,87.3,3673,Running,117.3
1987,29-09-2023 02:54,1017.4,317.4,47.4,18.4,ON,87.4,3674,Running,117.4
1988,29-09-2023 02:55,1017.5,317.5,47.5,18.5,ON,87.5,3675,Running,117.5
1989,29-09-2023 02:56,1017.6,317.6,47.6,18.6,ON,87.6,3676,Running,117.6
1990,29-09-2023 02:57,1017.7,317.7,47.7,18.7,ON,87.7,3677,Running,117.7
1991,29-09-2023 02:58,1017.8,317.8,47.8,18.8,ON,87.8,3678,Running,117.8
1992,29-09-2023 02:59,1017.9,317.9,47.9,18.9,ON,87.9,3679,Running,117.9
1993,29-09-2023 03:00,1018,318,48,19,ON,88,3680,Running,118
1994,29-09-2023 03:01,1018.1,318.1,48.1,19.1,ON,88.1,3681,Running,118.1
1995,29-09-2023 03:02,1018.2,318.2,48.2,19.2,ON,88.2,3682,Running,118.2
1996,29-09-2023 03:03,1018.3,318.3,48.3,19.3,ON,88.3,3683,Running,118.3
1997,29-09-2023 03:04,1018.4,318.4,48.4,19.4,ON,88.4,3684,Running,118.4
1998,29-09-2023 03:05,1018.5,318.5,48.5,19.5,ON,88.5,3685,Running,118.5
1999,29-09-2023 03:06,1018.6,318.6,48.6,19.6,ON,88.6,3686,Running,118.6
2000,29-09-2023 03:07,1018.7,318.7,48.7,19.7,ON,88.7,3687,Running,118.7
2001,29-09-2023 03:08,1018.8,318.8,48.8,19.8,ON,88.8,3688,Running,118.8
2002,29-09-2023 03:09,1018.9,318.9,48.9,19.9,ON,88.9,3689,Running,118.9
2003,29-09-2023 03:10,1019,319,49,20,ON,89,3690,Running,119
2004,29-09-2023 03:11,1019.1,319.1,49.1,20.1,ON,89.1,3691,Running,119.1
2005,29-09-2023 03:12,1019.2,319.2,49.2,20.2,ON,89.2,3692,Running,119.2
2006,29-09-2023 03:13,1019.3,319.3,49.3,20.3,ON,89.3,3693,Running,119.3
2007,29-09-2023 03:14,1019.4,319.4,49.4,20.4,ON,89.4,3694,Running,119.4
2008,29-09-2023 03:15,1019.5,319.5,49.5,20.5,ON,89.5,3695,Running,119.5
2009,29-09-2023 03:16,1019.6,319.6,49.6,20.6,ON,89.6,3696,Running,119.6
2010,29-09-2023 03:17,1019.7,319.7,49.7,20.7,ON,89.7,3697,Running,119.7
2011,29-09-2023 03:18,1019.8,319.8,49.8,20.8,ON,89.8,3698,Running,119.8
2012,29-09-2023 03:19,1019.9,319.9,49.9,20.9,ON,89.9,3699,Running,119.9
2013,29-09-2023 03:20,1020,320,50,21,ON,90,3700,Running,120
2014,29-09-2023 03:21,1020.1,320.1,50.1,21.1,ON,90.1,3701,Running,120.1
2015,29-09-2023 03:22,1020.2,320.2,50.2,21.2,ON,90.2,3702,Running,120.2
2016,29-09-2023 03:23,1020.3,320.3,50.3,21.3,ON,90.3,3703,Running,120.3
2017,29-09-2023 03:24,1020.4,320.4,50.4,21.4,ON,90.4,3704,Running,120.4
2018,29-09-2023 03:25,1020.5,320.5,50.5,21.5,ON,90.5,3705,Running,120.5
2019,29-09-2023 03:26,1020.6,320.6,50.6,21.6,ON,90.6,3706,Running,120.6
2020,29-09-2023 03:27,1020.7,320.7,50.7,21.7,ON,90.7,3707,Running,120.7
2021,29-09-2023 03:28,1020.8,320.8,50.8,21.8,ON,90.8,3708,Running,120.8
2022,29-09-2023 03:29,1020.9,320.9,50.9,21.9,ON,90.9,3709,Running,120.9
2023,29-09-2023 03:30,1021,321,51,22,ON,91,3710,Running,121
2024,29-09-2023 03:31,1021.1,321.1,51.1,22.1,ON,91.1,3711,Running,121.1
2025,29-09-2023 03:32,1021.2,321.2,51.2,22.2,ON,91.2,3712,Running,121.2
2026,29-09-2023 03:33,1021.3,321.3,51.3,22.3,ON,91.3,3713,Running,121.3
2027,29-09-2023 03:34,1021.4,321.4,51.4,22.4,ON,91.4,3714,Running,121.4
2028,29-09-2023 03:35,1021.5,321.5,51.5,22.5,ON,91.5,3715,Running,121.5
2029,29-09-2023 03:36,1021.6,321.6,51.6,22.6,ON,91.6,3716,Running,121.6
2030,29-09-2023 03:37,1021.7,321.7,51.7,22.7,ON,91.7,3717,Running,121.7
2031,29-09-2023 03:38,1021.8,321.8,51.8,22.8,ON,91.8,3718,Running,121.8
2032,29-09-2023 03:39,1021.9,321.9,51.9,22.9,ON,91.9,3719,Running,121.9
2033,29-09-2023 03:40,1022,322,52,23,ON,92,3720,Running,122
2034,29-09-2023 03:41,1022.1,322.1,52.1,23.1,ON,92.1,3721,Running,122.1
2035,29-09-2023 03:42,1022.2,322.2,52.2,23.2,ON,92.2,3722,Running,122.2
2036,29-09-2023 03:43,1022.3,322.3,52.3,23.3,ON,92.3,3723,Running,122.3
2037,29-09-2023 03:44,1022.4,322.4,52.4,23.4,ON,92.4,3724,Running,122.4
2038,29-09-2023 03:45,1022.5,322.5,52.5,23.5,ON,92.5,3725,Running,122.5
2039,29-09-2023 03:46,1022.6,322.6,52.6,23.6,ON,92.6,3726,Running,122.6
2040,29-09-2023 03:47,1022.7,322.7,52.7,23.7,ON,92.7,3727,Running,122.7
2041,29-09-2023 03:48,1022.8,322.8,52.8,23.8,ON,92.8,3728,Running,122.8
2042,29-09-2023 03:49,1022.9,322.9,52.9,23.9,ON,92.9,3729,Running,122.9
2043,29-09-2023 03:50,1023,323,53,24,ON,93,3730,Running,123
2044,29-09-2023 03:51,1023.1,323.1,53.1,24.1,ON,93.1,3731,Running,123.1
2045,29-09-2023 03:52,1023.2,323.2,53.2,24.2,ON,93.2,3732,Running,123.2
2046,29-09-2023 03:53,1023.3,323.3,53.3,24.3,ON,93.3,3733,Running,123.3
2047,29-09-2023 03:54,1023.4,323.4,53.4,24.4,ON,93.4,3734,Running,123.4
2048,29-09-2023 03:55,1023.5,323.5,53.5,24.5,ON,93.5,3735,Running,123.5
2049,29-09-2023 03:56,1023.6,323.6,53.6,24.6,ON,93.6,3736,Running,123.6
2050,29-09-2023 03:57,1023.7,323.7,53.7,24.7,ON,93.7,3737,Running,123.7
2051,29-09-2023 03:58,1023.8,323.8,53.8,24.8,ON,93.8,3738,Running,123.8
2052,29-09-2023 03:59,1023.9,323.9,53.9,24.9,ON,93.9,3739,Running,123.9
2053,29-09-2023 04:00,1024,324,54,25,ON,94,3740,Running,124
2054,29-09-2023 04:01,1024.1,324.1,54.1,25.1,ON,94.1,3741,Running,124.1
2055,29-09-2023 04:02,1024.2,324.2,54.2,25.2,ON,94.2,3742,Running,124.2
2056,29-09-2023 04:03,1024.3,324.3,54.3,25.3,ON,94.3,3743,Running,124.3
2057,29-09-2023 04:04,1024.4,324.4,54.4,25.4,ON,94.4,3744,Running,124.4
2058,29-09-2023 04:05,1024.5,324.5,54.5,25.5,ON,94.5,3745,Running,124.5
2059,29-09-2023 04:06,1024.6,324.6,54.6,25.6,ON,94.6,3746,Running,124.6
2060,29-09-2023 04:07,1024.7,324.7,54.7,25.7,ON,94.7,3747,Running,124.7
2061,29-09-2023 04:08,1024.8,324.8,54.8,25.8,ON,94.8,3748,Running,124.8
2062,29-09-2023 04:09,1024.9,324.9,54.9,25.9,ON,94.9,3749,Running,124.9
2063,29-09-2023 04:10,1025,325,55,26,ON,95,3750,Running,125
2064,29-09-2023 04:11,1025.1,325.1,55.1,26.1,ON,95.1,3751,Running,125.1
2065,29-09-2023 04:12,1025.2,325.2,55.2,26.2,ON,95.2,3752,Running,125.2
2066,29-09-2023 04:13,1025.3,325.3,55.3,26.3,ON,95.3,3753,Running,125.3
2067,29-09-2023 04:14,1025.4,325.4,55.4,26.4,ON,95.4,3754,Running,125.4
2068,29-09-2023 04:15,1025.5,325.5,55.5,26.5,ON,95.5,3755,Running,125.5
2069,29-09-2023 04:16,1025.6,325.6,55.6,26.6,ON,95.6,3756,Running,125.6
2070,29-09-2023 04:17,1025.7,325.7,55.7,26.7,ON,95.7,3757,Running,125.7
2071,29-09-2023 04:18,1025.8,325.8,55.8,26.8,ON,95.8,3758,Running,125.8
2072,29-09-2023 04:19,1025.9,325.9,55.9,26.9,ON,95.9,3759,Running,125.9
2073,29-09-2023 04:20,1026,326,56,27,ON,96,3760,Running,126
2074,29-09-2023 04:21,1026.1,326.1,56.1,27.1,ON,96.1,3761,Running,126.1
2075,29-09-2023 04:22,1026.2,326.2,56.2,27.2,ON,96.2,3762,Running,126.2
2076,29-09-2023 04:23,1026.3,326.3,56.3,27.3,ON,96.3,3763,Running,126.3
2077,29-09-2023 04:24,1026.4,326.4,56.4,27.4,ON,96.4,3764,Running,126.4
2078,29-09-2023 04:25,1026.5,326.5,56.5,27.5,ON,96.5,3765,Running,126.5
2079,29-09-2023 04:26,1026.6,326.6,56.6,27.6,ON,96.6,3766,Running,126.6
2080,29-09-2023 04:27,1026.7,326.7,56.7,27.7,ON,96.7,3767,Running,126.7
2081,29-09-2023 04:28,1026.8,326.8,56.8,27.8,ON,96.8,3768,Running,126.8
2082,29-09-2023 04:29,1026.9,326.9,56.9,27.9,ON,96.9,3769,Running,126.9
2083,29-09-2023 04:30,1027,327,57,28,ON,97,3770,Running,127
2084,29-09-2023 04:31,1027.1,327.1,57.1,28.1,ON,97.1,3771,Running,127.1
2085,29-09-2023 04:32,1027.2,327.2,57.2,28.2,ON,97.2,3772,Running,127.2
2086,29-09-2023 04:33,1027.3,327.3,57.3,28.3,ON,97.3,3773,Running,127.3
2087,29-09-2023 04:34,1027.4,327.4,57.4,28.4,ON,97.4,3774,Running,127.4
2088,29-09-2023 04:35,1027.5,327.5,57.5,28.5,ON,97.5,3775,Running,127.5
2089,29-09-2023 04:36,1027.6,327.6,57.6,28.6,ON,97.6,3776,Running,127.6
2090,29-09-2023 04:37,1027.7,327.7,57.7,28.7,ON,97.7,3777,Running,127.7
2091,29-09-2023 04:38,1027.8,327.8,57.8,28.8,ON,97.8,3778,Running,127.8
2092,29-09-2023 04:39,1027.9,327.9,57.9,28.9,ON,97.9,3779,Running,127.9
2093,29-09-2023 04:40,1028,328,58,29,ON,98,3780,Running,128
2094,29-09-2023 04:41,1028.1,328.1,58.1,29.1,ON,98.1,3781,Running,128.1
2095,29-09-2023 04:42,1028.2,328.2,58.2,29.2,ON,98.2,3782,Running,128.2
2096,29-09-2023 04:43,1028.3,328.3,58.3,29.3,ON,98.3,3783,Running,128.3
2097,29-09-2023 04:44,1028.4,328.4,58.4,29.4,ON,98.4,3784,Running,128.4
2098,29-09-2023 04:45,1028.5,328.5,58.5,29.5,ON,98.5,3785,Running,128.5
2099,29-09-2023 04:46,1028.6,328.6,58.6,29.6,ON,98.6,3786,Running,128.6
2100,29-09-2023 04:47,1028.7,328.7,58.7,29.7,ON,98.7,3787,Running,128.7
2101,29-09-2023 04:48,1028.8,328.8,58.8,29.8,ON,98.8,3788,Running,128.8
2102,29-09-2023 04:49,1028.9,328.9,58.9,29.9,ON,98.9,3789,Running,128.9
2103,29-09-2023 04:50,1029,329,59,30,ON,99,3790,Running,129
2104,29-09-2023 04:51,1029.1,329.1,59.1,30.1,ON,99.1,3791,Running,129.1
2105,29-09-2023 04:52,1029.2,329.2,59.2,30.2,ON,99.2,3792,Running,129.2
2106,29-09-2023 04:53,1029.3,329.3,59.3,30.3,ON,99.3,3793,Running,129.3
2107,29-09-2023 04:54,1029.4,329.4,59.4,30.4,ON,99.4,3794,Running,129.4
2108,29-09-2023 04:55,1029.5,329.5,59.5,30.5,ON,99.5,3795,Running,129.5
2109,29-09-2023 04:56,1029.6,329.6,59.6,30.6,ON,99.6,3796,Running,129.6
2110,29-09-2023 04:57,1029.7,329.7,59.7,30.7,ON,99.7,3797,Running,129.7
2111,29-09-2023 04:58,1029.8,329.8,59.8,30.8,ON,99.8,3798,Running,129.8
2112,29-09-2023 04:59,1029.9,329.9,59.9,30.9,ON,99.9,3799,Running,129.9
2113,29-09-2023 05:00,1030,330,60,31,ON,100,3800,Running,130
2114,29-09-2023 05:01,1030.1,330.1,60.1,31.1,ON,100.1,3801,Running,130.1
2115,29-09-2023 05:02,1030.2,330.2,60.2,31.2,ON,100.2,3802,Running,130.2
2116,29-09-2023 05:03,1030.3,330.3,60.3,31.3,ON,100.3,3803,Running,130.3
2117,29-09-2023 05:04,1030.4,330.4,60.4,31.4,ON,100.4,3804,Running,130.4
2118,29-09-2023 05:05,1030.5,330.5,60.5,31.5,ON,100.5,3805,Running,130.5
2119,29-09-2023 05:06,1030.6,330.6,60.6,31.6,ON,100.6,3806,Running,130.6
2120,29-09-2023 05:07,1030.7,330.7,60.7,31.7,ON,100.7,3807,Running,130.7
2121,29-09-2023 05:08,1030.8,330.8,60.8,31.8,ON,100.8,3808,Running,130.8
2122,29-09-2023 05:09,1030.9,330.9,60.9,31.9,ON,100.9,3809,Running,130.9
2123,29-09-2023 05:10,1031,331,61,32,ON,101,3810,Running,131
2124,29-09-2023 05:11,1031.1,331.1,61.1,32.1,ON,101.1,3811,Running,131.1
2125,29-09-2023 05:12,1031.2,331.2,61.2,32.2,ON,101.2,3812,Running,131.2
2126,29-09-2023 05:13,1031.3,331.3,61.3,32.3,ON,101.3,3813,Running,131.3
2127,29-09-2023 05:14,1031.4,331.4,61.4,32.4,ON,101.4,3814,Running,131.4
2128,29-09-2023 05:15,1031.5,331.5,61.5,32.5,ON,101.5,3815,Running,131.5
2129,29-09-2023 05:16,1031.6,331.6,61.6,32.6,ON,101.6,3816,Running,131.6
2130,29-09-2023 05:17,1031.7,331.7,61.7,32.7,ON,101.7,3817,Running,131.7
2131,29-09-2023 05:18,1031.8,331.8,61.8,32.8,ON,101.8,3818,Running,131.8
2132,29-09-2023 05:19,1031.9,331.9,61.9,32.9,ON,101.9,3819,Running,131.9
2133,29-09-2023 05:20,1032,332,62,33,ON,102,3820,Running,132
2134,29-09-2023 05:21,1032.1,332.1,62.1,33.1,ON,102.1,3821,Running,132.1
2135,29-09-2023 05:22,1032.2,332.2,62.2,33.2,ON,102.2,3822,Running,132.2
2136,29-09-2023 05:23,1032.3,332.3,62.3,33.3,ON,102.3,3823,Running,132.3
2137,29-09-2023 05:24,1032.4,332.4,62.4,33.4,ON,102.4,3824,Running,132.4
2138,29-09-2023 05:25,1032.5,332.5,62.5,33.5,ON,102.5,3825,Running,132.5
2139,29-09-2023 05:26,1032.6,332.6,62.6,33.6,ON,102.6,3826,Running,132.6
2140,29-09-2023 05:27,1032.7,332.7,62.7,33.7,ON,102.7,3827,Running,132.7
2141,29-09-2023 05:28,1032.8,332.8,62.8,33.8,ON,102.8,3828,Running,132.8
2142,29-09-2023 05:29,1032.9,332.9,62.9,33.9,ON,102.9,3829,Running,132.9
2143,29-09-2023 05:30,1033,333,63,34,ON,103,3830,Running,133
2144,29-09-2023 05:31,1033.1,333.1,63.1,34.1,ON,103.1,3831,Running,133.1
2145,29-09-2023 05:32,1033.2,333.2,63.2,34.2,ON,103.2,3832,Running,133.2
2146,29-09-2023 05:33,1033.3,333.3,63.3,34.3,ON,103.3,3833,Running,133.3
2147,29-09-2023 05:34,1033.4,333.4,63.4,34.4,ON,103.4,3834,Running,133.4
2148,29-09-2023 05:35,1033.5,333.5,63.5,34.5,ON,103.5,3835,Running,133.5
2149,29-09-2023 05:36,1033.6,333.6,63.6,34.6,ON,103.6,3836,Running,133.6
2150,29-09-2023 05:37,1033.7,333.7,63.7,34.7,ON,103.7,3837,Running,133.7
2151,29-09-2023 05:38,1033.8,333.8,63.8,34.8,ON,103.8,3838,Running,133.8
2152,29-09-2023 05:39,1033.9,333.9,63.9,34.9,ON,103.9,3839,Running,133.9
2153,29-09-2023 05:40,1034,334,64,35,ON,104,3840,Running,134
2154,29-09-2023 05:41,1034.1,334.1,64.1,35.1,ON,104.1,3841,Running,134.1
